ID_CURSO_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_EXPEDIENTE_EST_PROPIO_NK,ID_EXPEDIENTE_EST_PROPIO,ID_PERSONA_NIP_NK,ID_PERSONA,ID_ESTUDIO_PROPIO_NK,ID_ESTUDIO_PROPIO_EDICION_NK,ID_ESTUDIO_PROPIO,ID_ESTUDIO_PROPIO_TIPO_NK,ID_ESTUDIO_PROPIO_TIPO,ID_ESTUDIO_PROPIO_MODALIDAD_NK,ID_ESTUDIO_PROPIO_MODALIDAD,TOTAL_CREDITOS_EP,NUMERO_CURSOS_EP,ID_CENTRO_DEPT_GESTION_EP_NK,ID_CENTRO_DEPT_GESTION_EP,ID_RAMA_CONOCIMIENTO_EP_NK,ID_RAMA_ESTUDIO_PROPIO,ANO_ACAD_APERTURA,CREDITOS_MATRICULADOS,FECHA_MATRICULA,ID_FECHA_MATRICULA,FLG_NUEVO_INGRESO,SN_NUEVO_INGRESO,FLG_ESTUDIANTE_INTERNACIONAL,SN_ESTUDIANTE_INTERNACIONAL,ID_PAIS_NACIONALIDAD,ID_PAIS_NACIONALIDAD_NK,DOCUMENTO_IDENTIDAD,FECHA_NACIMIENTO,ID_PAIS_PROCEDENCIA,ID_PAIS_PROCEDENCIA_NK,ID_POBLACION_FAMILIAR,COD_POSTAL_FAMILIAR,ID_POBLACION_CURSO,ID_PAIS_CURSO,COD_POSTAL_CURSO,SEXO,ID_SEXO,EDAD,FECHA_CARGA,ID_FECHA_CARGA,ID_ORGANO_PROPONENTE_EP_NK,ID_ORGANO_PROPONENTE_EP,EDAD_EST,ID_EDAD_EST
2014,20140,30230,30230,97023650,10,2300,3,23,EP03,3,MOD03,3,42,3,3800,38,3,2,2012,23.8,2025-03-20 18:13:50.912221,20250320,1,S,1,S,32,THA,33119079E,1961-02-09 18:13:50.912221,69,TZA,494,12009,302,38,07146,H,1,64,2025-06-03 18:13:50.912221,20250603,OG006,6,>65,8
2024,20240,30231,30231,35105069,13,1400,8,14,EP05,5,MOD02,2,88,1,1900,19,5,3,2021,46.5,2024-11-30 18:13:50.947221,20241130,0,N,1,S,36,TUN,95342836Q,1979-07-10 18:13:50.948235,68,GRC,333,20373,445,11,50975,M,2,45,2025-06-03 18:13:50.948235,20250603,OG002,2,NC,9
2014,20140,30232,30232,29246218,99,2800,9,28,EP05,5,MOD03,3,41,1,100,1,1,5,2012,12.8,2025-03-31 18:13:50.956230,20250331,0,N,1,S,14,DEU,24241541R,1959-04-30 18:13:50.956230,52,EST,237,39324,96,8,39157,M,2,66,2025-06-03 18:13:50.956230,20250603,OG004,4,22-25,3
2022,20220,30233,30233,15601471,73,1500,6,15,EP03,3,MOD04,4,111,3,1600,16,3,5,2018,50.0,2025-02-20 18:13:50.965222,20250220,0,N,1,S,71,LSO,79660334H,1978-08-14 18:13:50.965222,69,TZA,176,17380,39,8,23021,M,2,46,2025-06-03 18:13:50.965222,20250603,OG002,2,26-30,4
2014,20140,30234,30234,72144402,47,500,3,5,EP02,2,MOD05,5,102,1,3600,36,4,1,2013,26.8,2024-07-01 18:13:50.974231,20240701,0,N,1,S,71,LSO,55110475Z,1976-08-09 18:13:50.974231,46,MDV,462,09914,32,8,35802,M,2,48,2025-06-03 18:13:50.974231,20250603,OG006,6,>65,8
2014,20140,30235,30235,81300905,41,100,10,1,EP01,1,MOD04,4,61,2,600,6,1,5,2013,56.6,2025-04-18 18:13:50.983288,20250418,0,N,1,S,69,TZA,14293968C,1968-07-25 18:13:50.983288,42,SWE,459,44639,319,5,31275,H,1,56,2025-06-03 18:13:50.983288,20250603,OG002,2,22-25,3
2024,20240,30236,30236,62464258,21,200,6,2,EP03,3,MOD01,1,98,3,2100,21,5,5,2021,34.8,2025-06-01 18:13:50.992249,20250601,0,N,1,S,89,KEN,73540331Q,1968-11-02 18:13:50.992249,92,ERI,262,01427,102,8,28667,H,1,56,2025-06-03 18:13:50.992249,20250603,OG007,7,19-21,2
2021,20210,30237,30237,35835371,6,1600,6,16,EP02,2,MOD05,5,23,1,1100,11,3,4,2019,21.7,2025-03-01 18:13:51.001230,20250301,0,N,1,S,32,THA,61825128R,1978-07-29 18:13:51.001230,21,VNM,101,52519,394,38,29075,H,1,46,2025-06-03 18:13:51.001230,20250603,OG005,5,>65,8
2023,20230,30238,30238,39599276,32,1700,6,17,EP06,6,MOD01,1,38,1,600,6,1,5,2018,21.8,2025-03-14 18:13:51.009231,20250314,1,S,1,S,41,MOZ,00886008W,1992-10-24 18:13:51.009231,94,UGA,34,07640,369,6,51309,M,2,32,2025-06-03 18:13:51.009231,20250603,OG007,7,51-65,7
2024,20240,30239,30239,41178850,22,1700,6,17,EP01,1,MOD05,5,48,4,1300,13,4,1,2022,46.5,2025-03-29 18:13:51.019217,20250329,1,S,1,S,77,NGA,73936385X,1994-09-25 18:13:51.019217,78,GNQ,323,07013,197,8,32190,H,1,30,2025-06-03 18:13:51.019217,20250603,OG001,1,16-18,1
2016,20160,30240,30240,54414096,24,400,4,4,EP01,1,MOD03,3,47,4,2100,21,4,1,2016,29.9,2024-11-14 18:13:51.028217,20241114,0,N,1,S,27,SLV,87717535C,1973-09-09 18:13:51.028217,52,EST,444,18355,107,8,47243,H,1,51,2025-06-03 18:13:51.028217,20250603,OG006,6,DESC,10
2017,20170,30241,30241,34152669,97,900,10,9,EP03,3,MOD05,5,43,2,3700,37,3,5,2012,23.8,2025-05-31 18:13:51.037231,20250531,1,S,1,S,25,PHL,29750017T,1986-03-28 18:13:51.037231,19,CMR,172,03303,62,8,52072,M,2,39,2025-06-03 18:13:51.037231,20250603,OG002,2,51-65,7
2024,20240,30242,30242,61310453,87,2300,3,23,EP03,3,MOD01,1,61,3,4500,45,3,1,2019,30.1,2024-07-27 18:13:51.046231,20240727,1,S,1,S,95,NLD,34074517V,1963-01-10 18:13:51.046231,8,HTI,368,09473,319,5,19977,H,1,62,2025-06-03 18:13:51.046231,20250603,OG002,2,26-30,4
2024,20240,30243,30243,59791674,81,700,5,7,EP05,5,MOD02,2,75,1,2400,24,2,3,2019,32.4,2024-12-12 18:13:51.055230,20241212,1,S,1,S,29,ZWE,57905072L,2000-03-03 18:13:51.055230,82,PAN,120,11442,404,36,20680,M,2,25,2025-06-03 18:13:51.055230,20250603,OG008,8,51-65,7
2018,20180,30244,30244,62464258,21,1200,7,12,EP02,2,MOD01,1,94,2,400,4,4,5,2014,74.6,2024-11-16 18:13:51.064254,20241116,1,S,1,S,86,BHR,73540331Q,1972-03-31 18:13:51.064254,40,TUV,400,18636,414,7,31741,H,1,53,2025-06-03 18:13:51.064254,20250603,OG001,1,19-21,2
2020,20200,30245,30245,97077009,94,2700,3,27,EP01,1,MOD02,2,120,2,1100,11,1,1,2019,111.7,2024-08-06 18:13:51.073768,20240806,1,S,1,S,66,CAF,84577590N,1978-02-23 18:13:51.073768,75,PRY,98,52386,43,8,14778,M,2,47,2025-06-03 18:13:51.073768,20250603,OG005,5,NC,9
2016,20160,30246,30246,63193474,46,400,4,4,EP03,3,MOD03,3,14,4,3400,34,1,2,2012,13.7,2024-10-18 18:13:51.082664,20241018,0,N,1,S,58,BGR,31142626M,1979-04-16 18:13:51.082664,12,ITA,287,27177,255,72,08028,H,1,46,2025-06-03 18:13:51.082664,20250603,OG005,5,DESC,10
2016,20160,30247,30247,75721444,60,2100,9,21,EP03,3,MOD03,3,70,4,3300,33,1,5,2014,43.1,2025-04-24 18:13:51.091690,20250424,1,S,1,S,63,UZB,37416724W,1997-08-10 18:13:51.091690,68,GRC,34,25015,182,8,50990,M,2,27,2025-06-03 18:13:51.091690,20250603,OG008,8,41-50,6
2022,20220,30248,30248,48557943,58,1200,7,12,EP03,3,MOD02,2,71,1,3000,30,3,3,2022,13.0,2024-12-27 18:13:51.100298,20241227,1,S,1,S,78,GNQ,93564651F,1963-10-06 18:13:51.100298,18,ZAF,408,34548,176,8,12047,H,1,61,2025-06-03 18:13:51.100298,20250603,OG001,1,DESC,10
2013,20130,30249,30249,61066203,40,3000,5,30,EP04,4,MOD05,5,90,3,2000,20,4,2,2010,17.6,2025-01-22 18:13:51.110295,20250122,0,N,1,S,49,BIH,02503926P,1958-03-05 18:13:51.110295,30,HND,53,25289,462,93,26164,M,2,67,2025-06-03 18:13:51.110295,20250603,OG001,1,DESC,10
2013,20130,30250,30250,64180488,38,2500,4,25,EP06,6,MOD05,5,120,4,2200,22,1,1,2012,61.7,2025-02-28 18:13:51.121307,20250228,0,N,1,S,30,HND,65918033X,1992-05-16 18:13:51.121307,47,PRT,116,49672,108,8,50101,M,2,33,2025-06-03 18:13:51.121307,20250603,OG007,7,22-25,3
2021,20210,30251,30251,44241559,7,1200,7,12,EP01,1,MOD02,2,22,3,100,1,5,4,2016,17.0,2025-01-31 18:13:51.134295,20250131,1,S,1,S,20,TGO,68230047H,1981-10-29 18:13:51.134295,12,ITA,226,28478,105,8,41310,M,2,43,2025-06-03 18:13:51.134295,20250603,OG006,6,22-25,3
2018,20180,30252,30252,1534878,12,100,10,1,EP06,6,MOD01,1,25,2,300,3,1,5,2016,24.3,2024-11-25 18:13:51.144289,20241125,1,S,1,S,56,LIE,02843959D,1975-04-30 18:13:51.144289,74,SRB,221,45563,23,8,17281,H,1,50,2025-06-03 18:13:51.144289,20250603,OG001,1,41-50,6
2017,20170,30253,30253,21436829,23,1000,8,10,EP05,5,MOD03,3,39,4,3900,39,4,2,2017,24.5,2024-07-13 18:13:51.155292,20240713,1,S,1,S,7,AUT,46785445H,1972-04-24 18:13:51.155292,32,THA,260,52348,409,29,46601,M,2,53,2025-06-03 18:13:51.155292,20250603,OG004,4,31-40,5
2019,20190,30254,30254,73504237,63,1000,8,10,EP01,1,MOD04,4,16,1,400,4,4,5,2015,15.8,2025-04-03 18:13:51.167296,20250403,0,N,1,S,54,MRT,58911352A,1960-06-05 18:13:51.167296,70,BRN,374,21992,220,11,19605,H,1,65,2025-06-03 18:13:51.167296,20250603,OG001,1,41-50,6
2013,20130,30255,30255,15601471,73,2200,7,22,EP01,1,MOD04,4,17,4,2300,23,5,5,2008,13.9,2025-01-08 18:13:51.177299,20250108,1,S,1,S,86,BHR,79660334H,1999-10-02 18:13:51.177299,95,NLD,158,07103,323,69,40715,M,2,25,2025-06-03 18:13:51.177299,20250603,OG003,3,41-50,6
2018,20180,30256,30256,72029307,67,1000,8,10,EP02,2,MOD05,5,82,2,4400,44,2,2,2018,50.0,2025-01-18 18:13:51.187288,20250118,0,N,1,S,43,TWN,50714611W,2002-03-05 18:13:51.187288,53,KGZ,25,50435,34,8,10889,H,1,23,2025-06-03 18:13:51.187288,20250603,OG004,4,>65,8
2011,20110,30257,30257,59959826,5,2900,10,29,EP03,3,MOD02,2,37,1,600,6,3,1,2008,27.2,2025-01-12 18:13:51.199291,20250112,1,S,1,S,49,BIH,62265676F,1963-12-19 18:13:51.199291,32,THA,138,29934,11,8,42308,M,2,61,2025-06-03 18:13:51.199291,20250603,OG003,3,31-40,5
2016,20160,30258,30258,59791674,81,2900,10,29,EP04,4,MOD02,2,84,4,1300,13,4,4,2014,23.8,2024-06-11 18:13:51.211292,20240611,0,N,1,S,67,SVN,57905072L,1973-10-05 18:13:51.211292,73,GHA,285,38230,147,8,36880,M,2,51,2025-06-03 18:13:51.211292,20250603,OG007,7,26-30,4
2018,20180,30259,30259,82493631,34,2400,5,24,EP04,4,MOD02,2,85,1,2300,23,2,1,2014,50.0,2024-09-04 18:13:51.224294,20240904,1,S,1,S,35,IRQ,18233984K,1985-01-31 18:13:51.224294,48,ATG,70,26190,126,8,47730,M,2,40,2025-06-03 18:13:51.224294,20250603,OG006,6,NC,9
2016,20160,30260,30260,55757342,86,300,10,3,EP06,6,MOD04,4,54,4,1100,11,1,2,2014,41.4,2025-05-10 18:13:51.234295,20250510,0,N,1,S,92,ERI,58078361A,1977-11-28 18:13:51.234295,7,AUT,466,42392,229,58,15264,H,1,47,2025-06-03 18:13:51.234295,20250603,OG001,1,22-25,3
2020,20200,30261,30261,41738753,28,1600,6,16,EP03,3,MOD01,1,43,2,1400,14,4,1,2015,19.0,2025-01-04 18:13:51.245289,20250104,1,S,1,S,100,VUT,77725228V,1995-10-03 18:13:51.245289,4,CUB,206,31211,135,8,05364,M,2,29,2025-06-03 18:13:51.245289,20250603,OG007,7,41-50,6
2011,20110,30262,30262,8338186,18,500,3,5,EP02,2,MOD03,3,12,3,1000,10,4,5,2008,10.3,2024-08-16 18:13:51.256291,20240816,1,S,1,S,9,ARG,82634351C,1990-11-11 18:13:51.256291,18,ZAF,96,11265,374,12,23302,H,1,34,2025-06-03 18:13:51.256291,20250603,OG005,5,16-18,1
2011,20110,30263,30263,94457890,57,1000,8,10,EP05,5,MOD03,3,38,3,500,5,3,5,2006,26.5,2024-09-15 18:13:51.266290,20240915,0,N,1,S,22,FIN,37526547T,1969-04-05 18:13:51.266290,63,UZB,466,07502,158,8,40677,H,1,56,2025-06-03 18:13:51.266290,20250603,OG004,4,26-30,4
2021,20210,30264,30264,89628735,19,2100,9,21,EP06,6,MOD02,2,87,4,2800,28,4,5,2019,46.9,2025-05-06 18:13:51.275290,20250506,0,N,1,S,68,GRC,75183046W,1971-09-13 18:13:51.275290,95,NLD,406,18025,134,8,01268,H,1,53,2025-06-03 18:13:51.275290,20250603,OG008,8,41-50,6
2012,20120,30265,30265,61310453,87,1800,8,18,EP06,6,MOD01,1,64,4,5000,50,3,1,2007,28.7,2024-07-03 18:13:51.285293,20240703,0,N,1,S,55,SMR,34074517V,1991-10-13 18:13:51.285293,58,BGR,296,09370,277,18,44846,H,1,33,2025-06-03 18:13:51.285293,20250603,OG007,7,31-40,5
2013,20130,30266,30266,61310453,87,400,4,4,EP02,2,MOD02,2,105,3,900,9,4,1,2009,98.2,2025-02-25 18:13:51.295290,20250225,1,S,1,S,22,FIN,34074517V,1969-01-02 18:13:51.295290,50,NZL,17,13213,152,8,21913,H,1,56,2025-06-03 18:13:51.295290,20250603,OG003,3,26-30,4
2022,20220,30267,30267,27568520,75,1600,6,16,EP01,1,MOD04,4,66,4,3700,37,5,3,2017,14.9,2024-09-20 18:13:51.305851,20240920,0,N,1,S,72,GNB,71478596R,1960-07-01 18:13:51.305851,19,CMR,166,19387,12,8,41359,M,2,64,2025-06-03 18:13:51.305851,20250603,OG004,4,>65,8
2014,20140,30268,30268,72144402,47,1400,8,14,EP05,5,MOD01,1,114,2,2700,27,2,5,2013,69.9,2024-09-27 18:13:51.315856,20240927,0,N,1,S,37,SLB,55110475Z,1992-12-06 18:13:51.315856,24,BLZ,14,51169,212,81,21287,M,2,32,2025-06-03 18:13:51.316855,20250603,OG006,6,31-40,5
2022,20220,30269,30269,97077009,94,2300,3,23,EP06,6,MOD04,4,59,3,3800,38,2,5,2019,37.7,2024-09-03 18:13:51.325856,20240903,1,S,1,S,72,GNB,84577590N,1972-09-14 18:13:51.325856,51,AND,113,02832,286,42,21931,M,2,52,2025-06-03 18:13:51.325856,20250603,OG008,8,31-40,5
2013,20130,30270,30270,15601471,73,1500,6,15,EP04,4,MOD01,1,51,2,1300,13,3,2,2009,23.3,2025-03-23 18:13:51.336855,20250323,1,S,1,S,86,BHR,79660334H,1969-09-24 18:13:51.336855,8,HTI,498,30059,245,67,44286,M,2,55,2025-06-03 18:13:51.336855,20250603,OG007,7,16-18,1
2018,20180,30271,30271,69839059,71,200,6,2,EP03,3,MOD04,4,28,1,700,7,5,3,2018,22.9,2025-02-27 18:13:51.348860,20250227,1,S,1,S,51,AND,28258673E,2002-12-26 18:13:51.348860,37,SLB,36,43488,375,10,40203,H,1,22,2025-06-03 18:13:51.348860,20250603,OG003,3,>65,8
2013,20130,30272,30272,68886959,85,2400,5,24,EP01,1,MOD02,2,45,2,3700,37,5,3,2008,39.1,2024-08-19 18:13:51.358856,20240819,0,N,1,S,76,COM,78819148B,1986-08-20 18:13:51.359859,61,CHN,62,12639,446,65,31767,H,1,38,2025-06-03 18:13:51.359859,20250603,OG004,4,51-65,7
2014,20140,30273,30273,55813853,43,2800,9,28,EP03,3,MOD05,5,107,3,3100,31,2,2,2011,17.5,2024-10-27 18:13:51.369852,20241027,1,S,1,S,8,HTI,63159996H,1978-11-08 18:13:51.369852,84,BWA,36,32052,340,32,27778,M,2,46,2025-06-03 18:13:51.369852,20250603,OG002,2,31-40,5
2020,20200,30274,30274,72144402,47,400,4,4,EP04,4,MOD04,4,80,4,3000,30,5,3,2015,58.9,2024-08-08 18:13:51.382855,20240808,0,N,1,S,92,ERI,55110475Z,1971-03-02 18:13:51.382855,49,BIH,285,10195,334,62,26875,M,2,54,2025-06-03 18:13:51.382855,20250603,OG001,1,22-25,3
2013,20130,30275,30275,44039203,70,600,9,6,EP05,5,MOD01,1,95,1,3000,30,3,1,2009,57.8,2024-10-29 18:13:51.395850,20241029,0,N,1,S,45,NOR,01051238T,1978-11-18 18:13:51.395850,20,TGO,78,02289,62,8,25160,H,1,46,2025-06-03 18:13:51.395850,20250603,OG003,3,22-25,3
2022,20220,30276,30276,44241559,7,400,4,4,EP02,2,MOD01,1,12,4,4900,49,3,4,2021,10.2,2024-08-12 18:13:51.406856,20240812,1,S,1,S,44,YEM,68230047H,1971-03-31 18:13:51.406856,18,ZAF,82,35665,86,8,33744,M,2,54,2025-06-03 18:13:51.406856,20250603,OG004,4,16-18,1
2011,20110,30277,30277,54414096,24,2600,9,26,EP05,5,MOD05,5,101,3,3600,36,5,1,2009,54.7,2024-10-16 18:13:51.417815,20241016,0,N,1,S,56,LIE,87717535C,1967-05-10 18:13:51.417815,32,THA,10,17170,151,8,17593,H,1,58,2025-06-03 18:13:51.417815,20250603,OG006,6,16-18,1
2019,20190,30278,30278,27133023,65,1400,8,14,EP05,5,MOD05,5,68,3,1500,15,2,3,2015,46.4,2024-07-16 18:13:51.426674,20240716,1,S,1,S,25,PHL,14388899F,1986-04-13 18:13:51.426674,28,KAZ,237,42490,303,11,12005,M,2,39,2025-06-03 18:13:51.426674,20250603,OG006,6,16-18,1
2018,20180,30279,30279,97023650,10,2300,3,23,EP03,3,MOD04,4,75,3,1600,16,2,1,2016,12.5,2024-10-14 18:13:51.435681,20241014,1,S,1,S,89,KEN,33119079E,1979-09-04 18:13:51.435681,83,BEL,178,29025,285,88,46912,H,1,45,2025-06-03 18:13:51.435681,20250603,OG001,1,22-25,3
2022,20220,30280,30280,70532309,54,700,5,7,EP04,4,MOD02,2,118,2,600,6,4,4,2022,63.5,2024-10-06 18:13:51.444682,20241006,0,N,1,S,65,KOR,43799371B,1957-04-18 18:13:51.444682,99,KWT,277,26029,487,18,12277,M,2,68,2025-06-03 18:13:51.444682,20250603,OG001,1,19-21,2
2019,20190,30281,30281,20112846,68,100,10,1,EP06,6,MOD03,3,10,3,1200,12,5,4,2015,10.0,2024-09-18 18:13:51.452912,20240918,0,N,1,S,59,BRA,25457387K,1970-10-20 18:13:51.453679,64,FSM,71,11241,258,93,16801,H,1,54,2025-06-03 18:13:51.453679,20250603,OG006,6,16-18,1
2024,20240,30282,30282,27568520,75,900,10,9,EP05,5,MOD01,1,39,1,2700,27,3,4,2022,19.7,2024-11-30 18:13:51.463683,20241130,1,S,1,S,51,AND,71478596R,1986-08-30 18:13:51.463683,77,NGA,77,20010,276,21,25466,M,2,38,2025-06-03 18:13:51.463683,20250603,OG006,6,NC,9
2019,20190,30283,30283,59302835,72,2100,9,21,EP04,4,MOD05,5,33,1,900,9,4,3,2015,27.8,2025-04-16 18:13:51.472685,20250416,1,S,1,S,26,MNG,62266093X,1998-01-08 18:13:51.472685,10,VCT,271,10410,335,43,31053,M,2,27,2025-06-03 18:13:51.472685,20250603,OG002,2,16-18,1
2014,20140,30284,30284,59959826,5,300,10,3,EP04,4,MOD02,2,47,3,3600,36,2,3,2012,14.6,2025-03-01 18:13:51.483685,20250301,1,S,1,S,78,GNQ,62265676F,1972-04-08 18:13:51.483685,92,ERI,158,01052,438,97,36400,M,2,53,2025-06-03 18:13:51.483685,20250603,OG003,3,22-25,3
2023,20230,30285,30285,22083803,69,500,3,5,EP05,5,MOD02,2,108,2,1500,15,2,4,2019,46.3,2024-12-02 18:13:51.494103,20241202,1,S,1,S,57,MLI,57177514C,1966-09-20 18:13:51.494103,95,NLD,38,50862,77,8,26254,H,1,58,2025-06-03 18:13:51.494779,20250603,OG007,7,16-18,1
2023,20230,30286,30286,69839059,71,500,3,5,EP01,1,MOD02,2,104,3,4100,41,5,3,2018,47.4,2024-06-16 18:13:51.502760,20240616,0,N,1,S,31,MUS,28258673E,1972-07-02 18:13:51.502760,6,UKR,108,02834,277,18,39242,H,1,52,2025-06-03 18:13:51.502760,20250603,OG005,5,51-65,7
2012,20120,30287,30287,916723,1,100,10,1,EP02,2,MOD02,2,40,3,2000,20,5,1,2012,35.7,2025-04-15 18:13:51.513766,20250415,0,N,1,S,83,BEL,71870728Y,1976-01-03 18:13:51.513766,99,KWT,323,18614,418,46,17999,H,1,49,2025-06-03 18:13:51.513766,20250603,OG007,7,31-40,5
2021,20210,30288,30288,41178850,22,1900,7,19,EP06,6,MOD04,4,50,4,1600,16,5,3,2018,18.7,2024-06-19 18:13:51.522760,20240619,0,N,1,S,17,URY,73936385X,1965-11-23 18:13:51.522760,97,GAB,412,09095,426,18,35245,H,1,59,2025-06-03 18:13:51.522760,20250603,OG005,5,16-18,1
2017,20170,30289,30289,59959826,5,2900,10,29,EP05,5,MOD01,1,96,2,4600,46,5,4,2017,13.9,2024-06-11 18:13:51.531770,20240611,0,N,1,S,86,BHR,62265676F,1969-07-27 18:13:51.531770,6,UKR,136,45808,102,8,24526,M,2,55,2025-06-03 18:13:51.531770,20250603,OG007,7,NC,9
2022,20220,30290,30290,7467311,82,2900,10,29,EP02,2,MOD03,3,115,2,3800,38,4,4,2018,53.5,2024-07-31 18:13:51.541778,20240731,0,N,1,S,53,KGZ,36887676T,2001-02-24 18:13:51.541778,82,PAN,27,49910,449,43,47773,M,2,24,2025-06-03 18:13:51.541778,20250603,OG003,3,>65,8
2019,20190,30291,30291,63193474,46,600,9,6,EP01,1,MOD05,5,117,2,500,5,4,5,2014,79.0,2024-10-11 18:13:51.550764,20241011,0,N,1,S,84,BWA,31142626M,1961-08-14 18:13:51.550764,3,ISL,395,42240,139,8,36355,H,1,63,2025-06-03 18:13:51.550764,20250603,OG008,8,NC,9
2014,20140,30292,30292,67447155,26,3000,5,30,EP06,6,MOD03,3,38,3,2400,24,4,3,2009,33.1,2024-10-03 18:13:51.559772,20241003,1,S,1,S,72,GNB,89964235B,1998-10-08 18:13:51.559772,50,NZL,102,25045,484,11,08771,H,1,26,2025-06-03 18:13:51.559772,20250603,OG006,6,DESC,10
2012,20120,30293,30293,75686878,88,2600,9,26,EP05,5,MOD03,3,98,3,4800,48,4,3,2012,95.6,2024-08-23 18:13:51.570758,20240823,0,N,1,S,77,NGA,13395962A,2002-09-21 18:13:51.570758,19,CMR,312,21090,326,16,17906,H,1,22,2025-06-03 18:13:51.570758,20250603,OG001,1,31-40,5
2022,20220,30294,30294,91307681,74,1700,6,17,EP05,5,MOD04,4,55,2,400,4,1,4,2022,22.0,2024-11-06 18:13:51.578777,20241106,0,N,1,S,68,GRC,19182553R,1995-03-06 18:13:51.578777,10,VCT,61,30014,58,8,37184,M,2,30,2025-06-03 18:13:51.578777,20250603,OG005,5,NC,9
2023,20230,30295,30295,73504237,63,1400,8,14,EP02,2,MOD05,5,113,3,1200,12,5,2,2021,11.7,2024-09-19 18:13:51.587768,20240919,1,S,1,S,94,UGA,58911352A,1961-10-14 18:13:51.587768,85,NER,117,18579,128,8,10225,H,1,63,2025-06-03 18:13:51.587768,20250603,OG001,1,41-50,6
2024,20240,30296,30296,76890296,11,200,6,2,EP06,6,MOD04,4,29,4,2900,29,2,4,2023,13.3,2024-09-17 18:13:51.598765,20240917,0,N,1,S,34,AUS,03067383B,1968-01-16 18:13:51.598765,59,BRA,273,49033,198,8,44265,M,2,57,2025-06-03 18:13:51.598765,20250603,OG001,1,NC,9
2022,20220,30297,30297,54414096,24,1100,3,11,EP01,1,MOD02,2,60,3,2700,27,2,4,2022,11.7,2024-10-08 18:13:51.608760,20241008,1,S,1,S,76,COM,87717535C,1958-05-22 18:13:51.608760,92,ERI,350,45120,255,72,48093,H,1,67,2025-06-03 18:13:51.608760,20250603,OG004,4,NC,9
2016,20160,30298,30298,81300905,41,1900,7,19,EP03,3,MOD05,5,34,2,500,5,5,4,2011,17.4,2025-05-10 18:13:51.619380,20250510,1,S,1,S,31,MUS,14293968C,1994-04-27 18:13:51.619380,76,COM,374,18911,497,50,17913,H,1,31,2025-06-03 18:13:51.619380,20250603,OG008,8,>65,8
2018,20180,30299,30299,1534878,12,1900,7,19,EP05,5,MOD01,1,11,1,2500,25,2,1,2017,10.0,2024-06-03 18:13:51.628701,20240603,0,N,1,S,84,BWA,02843959D,1971-01-18 18:13:51.628701,44,YEM,38,20781,66,8,50374,H,1,54,2025-06-03 18:13:51.628701,20250603,OG005,5,DESC,10
2023,20230,30300,30300,61310453,87,300,10,3,EP01,1,MOD02,2,67,1,1800,18,2,1,2023,58.7,2025-04-25 18:13:51.637884,20250425,1,S,1,S,92,ERI,34074517V,1973-02-28 18:13:51.637884,90,TTO,173,37421,131,8,31807,H,1,52,2025-06-03 18:13:51.637884,20250603,OG003,3,26-30,4
